bigrams,count,percentage,pos
details standing,1,0.002,"noun,verb"
lighter areas,1,0.002,"noun,noun"
lithograph or,1,0.002,"verb,other"
or screen,1,0.002,"other,adj"
screen print,1,0.002,"adj,verb"
print given,1,0.002,"verb,verb"
its flat,1,0.002,"other,adj"
appearance and,1,0.002,"noun,other"
the clean,1,0.002,"other,verb"
lines separating,1,0.002,"noun,verb"
separating colors,1,0.002,"verb,noun"
popular in,1,0.002,"adj,other"
mid 20th,1,0.002,"verb,other"
century and,1,0.002,"noun,other"
on everyday,1,0.002,"other,adj"
or subjects,1,0.002,"other,noun"
subjects using,1,0.002,"noun,verb"
bright saturated,1,0.002,"verb,verb"
saturated hues,1,0.002,"verb,noun"
iconic look,1,0.002,"adj,noun"
be easily,1,0.002,"verb,adv"
easily recognizable,1,0.002,"adv,adj"
recognizable to,1,0.002,"adj,other"
to viewers,1,0.002,"other,noun"
bergman who,1,0.002,"adj,other"
a leading,1,0.002,"other,verb"
leading actress,1,0.002,"verb,adj"
actress the,1,0.002,"adj,other"
blue purple,1,0.002,"noun,noun"
red bergman,1,0.002,"adj,adj"
shoulders are,1,0.002,"noun,verb"
are prominently,1,0.002,"verb,adv"
prominently featured,1,0.002,"adv,verb"
featured in,1,0.002,"verb,other"
is deep,1,0.002,"verb,adj"
title ingrid,1,0.002,"noun,adj"
as herself,1,0.002,"other,other"
herself suggests,1,0.002,"other,verb"
a dual,1,0.002,"other,adj"
dual identity,1,0.002,"adj,noun"
identity where,1,0.002,"noun,other"
where ingrid,1,0.002,"other,adj"
an actor,1,0.002,"other,verb"
actor and,1,0.002,"verb,other"
and persona,1,0.002,"other,noun"
persona plays,1,0.002,"noun,verb"
plays herself,1,0.002,"verb,other"
herself which,1,0.002,"other,other"
artworks the,1,0.002,"noun,other"
lines adds,1,0.002,"noun,verb"
image emphasizing,1,0.002,"noun,verb"
star quality,1,0.002,"noun,noun"
bergman andy,1,0.002,"adj,noun"
warhol was,1,0.002,"noun,verb"
that celebrated,1,0.002,"other,verb"
celebrated popular,1,0.002,"verb,adj"
and consumerism,1,0.002,"other,noun"
consumerism often,1,0.002,"noun,adv"
using celebrities,1,0.002,"verb,noun"
celebrities as,1,0.002,"noun,other"
that blurred,1,0.002,"other,verb"
blurred the,1,0.002,"verb,other"
the line,1,0.002,"other,noun"
line between,1,0.002,"noun,other"
between fine,1,0.002,"other,verb"
fine art,1,0.002,"verb,noun"
and commercial,1,0.002,"other,adj"
commercial illustration,1,0.002,"adj,noun"
illustration this,1,0.002,"noun,other"
how he,1,0.002,"other,other"
he used,1,0.002,"other,adj"
used pop,1,0.002,"adj,noun"
pop culture,1,0.002,"noun,noun"
culture figures,1,0.002,"noun,noun"
to comment,1,0.002,"other,noun"
comment on,1,0.002,"noun,other"
on society,1,0.002,"other,noun"
society s,1,0.002,"noun,noun"
with celebrity,1,0.002,"other,noun"
bergman executed,1,0.002,"adj,verb"
with blonde,1,0.002,"other,noun"
skin wearing,1,0.002,"noun,verb"
features prominently,1,0.002,"noun,adv"
prominently at,1,0.002,"adv,other"
canvas she,1,0.002,"noun,other"
head slightly,1,0.002,"noun,adv"
slightly tilted,1,0.002,"adv,verb"
tilted to,1,0.002,"verb,other"
introspection her,1,0.002,"noun,other"
serious almost,1,0.002,"adj,adv"
almost solemn,1,0.002,"adv,noun"
solemn with,1,0.002,"noun,other"
her lips,1,0.002,"other,verb"
lips closed,1,0.002,"verb,verb"
and eyebrows,1,0.002,"other,noun"
eyebrows gently,1,0.002,"noun,adv"
gently raised,1,0.002,"adv,verb"
raised the,1,0.002,"verb,other"
vivid red,1,0.002,"other,adj"
art technique,1,0.002,"noun,noun"
technique to,1,0.002,"noun,other"
depict bergman,1,0.002,"noun,adj"
s profile,1,0.002,"noun,adj"
bunny the,1,0.002,"noun,other"
artwork consists,1,0.002,"noun,verb"
four squares,1,0.002,"other,noun"
squares arranged,1,0.002,"noun,verb"
pattern each,1,0.002,"adj,other"
each containing,1,0.002,"other,verb"
containing an,1,0.002,"verb,other"
an illustration,1,0.002,"other,noun"
illustration of,1,0.002,"noun,other"
bunny s,1,0.002,"noun,noun"
the bunnies,1,0.002,"other,noun"
bunnies are,1,0.002,"noun,verb"
different colors,1,0.002,"adj,noun"
colors pink,1,0.002,"noun,adj"
green respectively,1,0.002,"adj,adv"
respectively from,1,0.002,"adv,other"
left to,1,0.002,"verb,other"
right each,1,0.002,"adj,other"
square also,1,0.002,"verb,adv"
also contains,1,0.002,"adv,noun"
contains the,1,0.002,"noun,other"
text playboy,1,0.002,"other,noun"
playboy in,1,0.002,"noun,other"
bold stylized,1,0.002,"verb,verb"
stylized font,1,0.002,"verb,adj"
font that,1,0.002,"adj,other"
consistent across,1,0.002,"adj,other"
across all,1,0.002,"other,other"
all squares,1,0.002,"other,noun"
squares the,1,0.002,"noun,other"
the corners,1,0.002,"other,noun"
corners which,1,0.002,"noun,other"
be andy,1,0.002,"verb,noun"
s name,1,0.002,"noun,noun"
name confirming,1,0.002,"noun,verb"
graphic typical,1,0.002,"adj,adj"
where bold,1,0.002,"other,verb"
iconic imagery,1,0.002,"adj,noun"
imagery are,1,0.002,"noun,verb"
are central,1,0.002,"verb,adj"
central themes,1,0.002,"adj,noun"
netherlands done,1,0.002,"noun,verb"
distinct style,1,0.002,"adj,noun"
genre in,1,0.002,"noun,other"
particular representation,1,0.002,"adj,noun"
wearing her,1,0.002,"verb,other"
her crown,1,0.002,"other,adj"
crown suggesting,1,0.002,"adj,verb"
suggesting regal,1,0.002,"verb,adj"
regal attire,1,0.002,"adj,noun"
attire typical,1,0.002,"noun,adj"
for heads,1,0.002,"other,noun"
heads of,1,0.002,"noun,other"
of state,1,0.002,"other,noun"
common feature,1,0.002,"adj,noun"
in portraits,1,0.002,"other,noun"
portraits focused,1,0.002,"noun,verb"
on royalty,1,0.002,"other,noun"
royalty or,1,0.002,"noun,other"
significant figures,1,0.002,"adj,noun"
confirming that,1,0.002,"verb,other"
title queen,1,0.002,"noun,noun"
netherlands from,1,0.002,"noun,other"
from reigning,1,0.002,"other,verb"
reigning queens,1,0.002,"verb,noun"
queens the,1,0.002,"noun,other"
shapes aligns,1,0.002,"noun,noun"
culture icons,1,0.002,"noun,noun"
icons and,1,0.002,"noun,other"
and portrays,1,0.002,"other,verb"
portrays them,1,0.002,"verb,other"
striking manner,1,0.002,"verb,adj"
a truck,1,0.002,"other,noun"
iconic pop,1,0.002,"adj,noun"
truck itself,1,0.002,"noun,other"
is vividly,1,0.002,"verb,adv"
colored featuring,1,0.002,"adj,noun"
green cab,1,0.002,"adj,adj"
cab and,1,0.002,"adj,other"
red trailer,1,0.002,"adj,adj"
trailer the,1,0.002,"adj,other"
is simplistic,1,0.002,"verb,adj"
simplistic yet,1,0.002,"adj,adv"
genre there,1,0.002,"noun,other"
a row,1,0.002,"other,noun"
row of,1,0.002,"noun,other"
vertical windows,1,0.002,"adj,noun"
windows on,1,0.002,"noun,other"
the trailer,1,0.002,"other,adj"
trailer likely,1,0.002,"adj,adj"
likely indicating,1,0.002,"adj,verb"
a passenger,1,0.002,"other,noun"
passenger or,1,0.002,"noun,other"
or tour,1,0.002,"other,adj"
tour bus,1,0.002,"adj,other"
bus type,1,0.002,"other,noun"
is yellowish,1,0.002,"verb,adj"
yellowish in,1,0.002,"adj,other"
in tone,1,0.002,"other,noun"
tone providing,1,0.002,"noun,verb"
small figure,1,0.002,"adj,noun"
figure or,1,0.002,"noun,other"
person but,1,0.002,"noun,other"
s too,1,0.002,"noun,adv"
too minimalistic,1,0.002,"adv,adj"
minimalistic to,1,0.002,"adj,other"
specific features,1,0.002,"adj,noun"
title truck,1,0.002,"noun,noun"
truck announcement,1,0.002,"noun,noun"
announcement suggests,1,0.002,"noun,verb"
could have,1,0.002,"other,verb"
been created,1,0.002,"verb,verb"
created for,1,0.002,"verb,other"
for promotional,1,0.002,"other,adj"
promotional purposes,1,0.002,"adj,noun"
purposes possibly,1,0.002,"noun,adv"
possibly in,1,0.002,"adv,other"
an event,1,0.002,"other,noun"
event or,1,0.002,"noun,other"
or show,1,0.002,"other,noun"
show related,1,0.002,"noun,adj"
to transportation,1,0.002,"other,noun"
transportation or,1,0.002,"noun,other"
or vehicles,1,0.002,"other,noun"
vehicles the,1,0.002,"noun,other"
s commercial,1,0.002,"noun,adj"
art work,1,0.002,"noun,verb"
his fascination,1,0.002,"other,noun"
with consumer,1,0.002,"other,noun"
margrethe ii,1,0.002,"noun,adj"
ii of,1,0.002,"adj,other"
of denmark,1,0.002,"other,noun"
denmark in,1,0.002,"noun,other"
portrait features,1,0.002,"verb,noun"
outlines with,1,0.002,"verb,other"
includes reds,1,0.002,"verb,verb"
pinks yellows,1,0.002,"noun,noun"
blacks the,1,0.002,"noun,other"
shown facing,1,0.002,"verb,verb"
a composed,1,0.002,"other,verb"
composed expression,1,0.002,"verb,noun"
a tiara,1,0.002,"other,adj"
tiara and,1,0.002,"adj,other"
pearls around,1,0.002,"noun,other"
regal nature,1,0.002,"adj,adj"
of large,1,0.002,"other,adj"
large blocks,1,0.002,"adj,noun"
without providing,1,0.002,"other,verb"
providing detail,1,0.002,"verb,noun"
detail about,1,0.002,"noun,other"
vibrant graphic,1,0.002,"adj,adj"
includes text,1,0.002,"verb,other"
or mark,1,0.002,"other,verb"
mark in,1,0.002,"verb,other"
corner but,1,0.002,"noun,other"
read definitively,1,0.002,"verb,adv"
definitively overall,1,0.002,"adv,adj"
margrethe while,1,0.002,"noun,other"
while incorporating,1,0.002,"other,verb"
incorporating warhol,1,0.002,"verb,noun"
iconic visual,1,0.002,"adj,adj"
visual language,1,0.002,"adj,noun"
of sitting,1,0.002,"other,verb"
bull rendered,1,0.002,"adj,verb"
colorful style,1,0.002,"adj,noun"
with pop,1,0.002,"other,noun"
up against,1,0.002,"other,other"
subject sitting,1,0.002,"adj,verb"
bull is,1,0.002,"adj,verb"
traditional indian,1,0.002,"adj,adj"
indian clothing,1,0.002,"adj,verb"
red headdress,1,0.002,"adj,noun"
headdress with,1,0.002,"noun,other"
a shirt,1,0.002,"other,adj"
shirt with,1,0.002,"adj,other"
collar his,1,0.002,"noun,other"
is stern,1,0.002,"verb,adj"
stern with,1,0.002,"adj,other"
his eyes,1,0.002,"other,noun"
eyes looking,1,0.002,"noun,verb"
quality warhol,1,0.002,"noun,noun"
of repetition,1,0.002,"other,noun"
repetition in,1,0.002,"noun,other"
case might,1,0.002,"noun,other"
be implied,1,0.002,"verb,verb"
implied through,1,0.002,"verb,other"
of similar,1,0.002,"other,adj"
similar elements,1,0.002,"adj,noun"
or patterns,1,0.002,"other,noun"
patterns within,1,0.002,"noun,other"
although not,1,0.002,"other,adv"
explicitly visible,1,0.002,"adv,adj"
of iconic,1,0.002,"other,adj"
representation where,1,0.002,"noun,other"
is treated,1,0.002,"verb,adj"
treated as,1,0.002,"adj,other"
symbol rather,1,0.002,"verb,adv"
a real,1,0.002,"other,adj"
real person,1,0.002,"adj,noun"
the cuffs,1,0.002,"other,noun"
cuffs and,1,0.002,"noun,other"
and collar,1,0.002,"other,noun"
ranking or,1,0.002,"noun,other"
or wealthy,1,0.002,"other,adj"
wealthy status,1,0.002,"adj,noun"
status which,1,0.002,"noun,other"
her being,1,0.002,"other,verb"
being titled,1,0.002,"verb,verb"
titled dona,1,0.002,"verb,noun"
dona antonia,1,0.002,"noun,noun"
antonia de,1,0.002,"noun,other"
de ipenarrieta,1,0.002,"other,noun"
ipenarrieta y,1,0.002,"noun,adj"
y galdos,1,0.002,"adj,verb"
galdos she,1,0.002,"verb,other"
black head,1,0.002,"adj,noun"
head covering,1,0.002,"noun,verb"
covering adorned,1,0.002,"verb,verb"
with pearls,1,0.002,"other,noun"
pearls indicating,1,0.002,"noun,verb"
indicating religious,1,0.002,"verb,adj"
religious devotion,1,0.002,"adj,noun"
devotion or,1,0.002,"noun,other"
or mourning,1,0.002,"other,verb"
mourning attire,1,0.002,"verb,noun"
attire in,1,0.002,"noun,other"
child accompanying,1,0.002,"noun,verb"
dressed similarly,1,0.002,"verb,adv"
similarly to,1,0.002,"adv,other"
her wearing,1,0.002,"other,verb"
lace trim,1,0.002,"noun,verb"
trim on,1,0.002,"verb,other"
his sleeves,1,0.002,"other,noun"
implies he,1,0.002,"noun,other"
he also,1,0.002,"other,adv"
also holds,1,0.002,"adv,verb"
of importance,1,0.002,"other,noun"
importance or,1,0.002,"noun,other"
or comes,1,0.002,"other,verb"
prominent family,1,0.002,"noun,noun"
family the,1,0.002,"noun,other"
outfit also,1,0.002,"verb,adv"
includes pearls,1,0.002,"verb,noun"
pearls echoing,1,0.002,"noun,verb"
and reinforcing,1,0.002,"other,noun"
reinforcing their,1,0.002,"noun,other"
status both,1,0.002,"noun,other"
are facing,1,0.002,"verb,verb"
viewer looking,1,0.002,"noun,verb"
something to,1,0.002,"noun,other"
their left,1,0.002,"other,verb"
left that,1,0.002,"verb,other"
frame their,1,0.002,"noun,other"
their postures,1,0.002,"other,noun"
postures are,1,0.002,"noun,verb"
are upright,1,0.002,"verb,adj"
woman holding,1,0.002,"noun,verb"
onto what,1,0.002,"other,other"
or piece,1,0.002,"other,noun"
furniture adding,1,0.002,"noun,verb"
her dignified,1,0.002,"other,verb"
that makes,1,0.002,"other,verb"
subjects stand,1,0.002,"noun,noun"
out more,1,0.002,"other,adv"
more prominently,1,0.002,"adv,adv"
painting highlights,1,0.002,"verb,noun"
highlights their,1,0.002,"noun,other"
clothing are,1,0.002,"verb,verb"
rendered showcasing,1,0.002,"verb,verb"
skill at,1,0.002,"noun,other"
capturing intricate,1,0.002,"verb,noun"
intricate textures,1,0.002,"noun,noun"
likely commissioned,1,0.002,"adj,verb"
commissioned to,1,0.002,"verb,other"
portray an,1,0.002,"noun,other"
important moment,1,0.002,"adj,noun"
moment or,1,0.002,"noun,other"
subjects stature,1,0.002,"noun,noun"
stature during,1,0.002,"noun,other"
during diego,1,0.002,"other,noun"
velazquez s,1,0.002,"noun,noun"
painting portrays,1,0.002,"verb,verb"
detailed military,1,0.002,"adj,adj"
military outfit,1,0.002,"adj,verb"
outfit complete,1,0.002,"verb,adj"
with armor,1,0.002,"other,noun"
armor indicating,1,0.002,"noun,verb"
his status,1,0.002,"other,noun"
status as,1,0.002,"noun,other"
nobleman he,1,0.002,"adj,other"
confident expression,1,0.002,"adj,noun"
hand he,1,0.002,"noun,other"
long gun,1,0.002,"adj,adj"
gun which,1,0.002,"adj,other"
combat or,1,0.002,"noun,other"
or hunting,1,0.002,"other,verb"
hunting his,1,0.002,"verb,other"
slightly perhaps,1,0.002,"adv,adv"
perhaps pointing,1,0.002,"adv,verb"
pointing towards,1,0.002,"verb,noun"
frame beside,1,0.002,"noun,noun"
large brown,1,0.002,"adj,noun"
brown dog,1,0.002,"noun,noun"
dog appearing,1,0.002,"noun,verb"
appearing loyal,1,0.002,"verb,adj"
loyal and,1,0.002,"adj,other"
and attentive,1,0.002,"other,adj"
attentive the,1,0.002,"adj,other"
environment that,1,0.002,"noun,other"
his estate,1,0.002,"other,noun"
estate or,1,0.002,"noun,other"
a hunting,1,0.002,"other,verb"
hunting ground,1,0.002,"verb,noun"
rich detail,1,0.002,"adj,noun"
textures diego,1,0.002,"noun,noun"
a spanish,1,0.002,"other,adj"
spanish painter,1,0.002,"adj,noun"
with remarkable,1,0.002,"other,adj"
remarkable skill,1,0.002,"adj,noun"
showcases that,1,0.002,"verb,other"
that talent,1,0.002,"other,noun"
talent beautifully,1,0.002,"noun,adv"
other gently,1,0.002,"adj,adv"
gently holding,1,0.002,"adv,verb"
onto her,1,0.002,"other,other"
elaborate ornate,1,0.002,"noun,verb"
ornate clothing,1,0.002,"verb,verb"
suggests regal,1,0.002,"verb,adj"
regal status,1,0.002,"adj,noun"
status she,1,0.002,"noun,other"
a ruff,1,0.002,"other,adj"
ruff collar,1,0.002,"adj,noun"
is large,1,0.002,"verb,adj"
large and,1,0.002,"adj,other"
and embellishments,1,0.002,"other,noun"
embellishments her,1,0.002,"noun,other"
focus curtain,1,0.002,"noun,noun"
curtain that,1,0.002,"noun,other"
drama to,1,0.002,"verb,other"
the surroundings,1,0.002,"other,noun"
surroundings are,1,0.002,"noun,verb"
subdued in,1,0.002,"verb,other"
s text,1,0.002,"noun,other"
text identifying,1,0.002,"other,noun"
painting as,1,0.002,"verb,other"
as queen,1,0.002,"other,noun"
queen isabel,1,0.002,"noun,noun"
isabel standing,1,0.002,"noun,verb"
by diego,1,0.002,"other,noun"
velazquez suggesting,1,0.002,"noun,verb"
portrays queen,1,0.002,"verb,noun"
queen isabella,1,0.002,"noun,noun"
isabella from,1,0.002,"noun,other"
art known,1,0.002,"noun,verb"
shadow its,1,0.002,"verb,other"
quality it,1,0.002,"noun,other"
it imparts,1,0.002,"other,noun"
imparts to,1,0.002,"noun,other"
a lady,1,0.002,"other,adj"
lady and,1,0.002,"adj,other"
to diego,1,0.002,"other,noun"
velázquez the,1,0.002,"noun,other"
lady depicted,1,0.002,"adj,verb"
elaborate dress,1,0.002,"noun,noun"
rich details,1,0.002,"adj,noun"
ranking status,1,0.002,"noun,noun"
or royalty,1,0.002,"other,noun"
royalty her,1,0.002,"noun,other"
bodice puffy,1,0.002,"adj,adj"
be fur,1,0.002,"verb,adj"
fashion from,1,0.002,"noun,other"
century a,1,0.002,"noun,other"
period during,1,0.002,"noun,other"
during which,1,0.002,"other,other"
which velázquez,1,0.002,"other,noun"
velázquez was,1,0.002,"noun,verb"
active the,1,0.002,"adj,other"
is confident,1,0.002,"verb,adj"
confident and,1,0.002,"adj,other"
gaze direct,1,0.002,"noun,adj"
direct engaging,1,0.002,"adj,verb"
small piece,1,0.002,"adj,noun"
of paper,1,0.002,"other,noun"
paper in,1,0.002,"noun,other"
be reading,1,0.002,"verb,verb"
read the,1,0.002,"verb,other"
any significant,1,0.002,"other,adj"
significant distraction,1,0.002,"adj,noun"
distraction this,1,0.002,"noun,other"
choice allows,1,0.002,"noun,verb"
clear view,1,0.002,"adj,noun"
strong highlights,1,0.002,"adj,noun"
highlights on,1,0.002,"noun,other"
dimension overall,1,0.002,"noun,adj"
baroque portraiture,1,0.002,"noun,verb"
portraiture which,1,0.002,"verb,other"
often aimed,1,0.002,"adv,verb"
aimed at,1,0.002,"verb,other"
at showcasing,1,0.002,"other,verb"
s status,1,0.002,"noun,noun"
or personality,1,0.002,"other,noun"
personality through,1,0.002,"noun,other"
through detailed,1,0.002,"other,adj"
detailed depiction,1,0.002,"adj,noun"
depiction and,1,0.002,"noun,other"
and symbolic,1,0.002,"other,adj"
realistic painting,1,0.002,"adj,verb"
a stag,1,0.002,"other,noun"
stag s,1,0.002,"noun,noun"
with antlers,1,0.002,"other,noun"
antlers the,1,0.002,"noun,other"
the deer,1,0.002,"other,noun"
deer has,1,0.002,"noun,verb"
sky like,1,0.002,"adj,other"
blue expanse,1,0.002,"noun,adj"
expanse with,1,0.002,"adj,other"
with wispy,1,0.002,"other,noun"
wispy white,1,0.002,"noun,adj"
clouds providing,1,0.002,"adj,verb"
animal s,1,0.002,"adj,noun"
s brown,1,0.002,"noun,noun"
brown tones,1,0.002,"noun,noun"
rendered to,1,0.002,"verb,other"
give depth,1,0.002,"verb,adj"
the stag,1,0.002,"other,noun"
stag the,1,0.002,"noun,other"
baroque period,1,0.002,"noun,noun"
shadow fine,1,0.002,"verb,verb"
majestic white,1,0.002,"adj,adj"
white horse,1,0.002,"adj,noun"
rocky terrain,1,0.002,"adj,adj"
terrain that,1,0.002,"adj,other"
be wet,1,0.002,"verb,adj"
wet or,1,0.002,"adj,other"
or reflecting,1,0.002,"other,verb"
reflecting light,1,0.002,"verb,adj"
be near,1,0.002,"verb,other"
near water,1,0.002,"other,noun"
positioned with,1,0.002,"verb,other"
leg lifted,1,0.002,"verb,verb"
lifted as,1,0.002,"verb,other"
if in,1,0.002,"other,other"
its mane,1,0.002,"other,noun"
mane is,1,0.002,"noun,verb"
is blowing,1,0.002,"verb,verb"
blowing slightly,1,0.002,"verb,adv"
right indicating,1,0.002,"adj,verb"
indicating movement,1,0.002,"verb,noun"
or wind,1,0.002,"other,noun"
wind it,1,0.002,"noun,other"
harness with,1,0.002,"noun,other"
a saddle,1,0.002,"other,noun"
saddle cloth,1,0.002,"noun,noun"
cloth hinting,1,0.002,"noun,verb"
possibility of,1,0.002,"noun,other"
of riding,1,0.002,"other,verb"
riding or,1,0.002,"verb,other"
being used,1,0.002,"verb,adj"
for work,1,0.002,"other,verb"
dark emphasizing,1,0.002,"adj,verb"
attention through,1,0.002,"noun,other"
through dynamic,1,0.002,"other,adj"
compositions and,1,0.002,"noun,other"
century as,1,0.002,"noun,other"
as diego,1,0.002,"other,noun"
active during,1,0.002,"adj,other"
period and,1,0.002,"noun,other"
works are,1,0.002,"verb,verb"
are known,1,0.002,"verb,verb"
their realism,1,0.002,"other,noun"
horse but,1,0.002,"noun,other"
of power,1,0.002,"other,noun"
power and,1,0.002,"noun,other"
grace that,1,0.002,"adj,other"
with horses,1,0.002,"other,verb"
horses in,1,0.002,"verb,other"
and particularly,1,0.002,"other,adv"
baroque genre,1,0.002,"noun,noun"
genre where,1,0.002,"noun,other"
where these,1,0.002,"other,other"
these themes,1,0.002,"other,noun"
themes were,1,0.002,"noun,verb"
were frequently,1,0.002,"verb,adv"
frequently explored,1,0.002,"adv,adj"
explored to,1,0.002,"adj,other"
create emotionally,1,0.002,"noun,adv"
emotionally charged,1,0.002,"adv,verb"
charged scenes,1,0.002,"verb,noun"
painting known,1,0.002,"verb,verb"
venus created,1,0.002,"verb,verb"
artist diego,1,0.002,"noun,noun"
velázquez it,1,0.002,"noun,other"
a naked,1,0.002,"other,adj"
naked woman,1,0.002,"adj,noun"
drapery she,1,0.002,"noun,other"
mirror in,1,0.002,"noun,other"
which her,1,0.002,"other,other"
her reflection,1,0.002,"other,noun"
reflection is,1,0.002,"noun,verb"
visible she,1,0.002,"adj,other"
be admiring,1,0.002,"verb,verb"
admiring herself,1,0.002,"verb,other"
herself above,1,0.002,"other,other"
head there,1,0.002,"noun,other"
wings holding,1,0.002,"noun,verb"
a ribbon,1,0.002,"other,noun"
ribbon or,1,0.002,"noun,other"
item near,1,0.002,"noun,other"
angel adds,1,0.002,"other,verb"
classical element,1,0.002,"adj,noun"
scene often,1,0.002,"noun,adv"
the mythological,1,0.002,"other,adj"
mythological and,1,0.002,"adj,other"
and religious,1,0.002,"other,adj"
religious themes,1,0.002,"adj,noun"
themes common,1,0.002,"noun,adj"
in baroque,1,0.002,"other,noun"
features this,1,0.002,"noun,other"
dimensionality that,1,0.002,"noun,other"
vibrant especially,1,0.002,"adj,adv"
drapery which,1,0.002,"noun,other"
angel s,1,0.002,"other,noun"
s robes,1,0.002,"noun,noun"
robes the,1,0.002,"noun,other"
unmistakably baroque,1,0.002,"adv,noun"
baroque with,1,0.002,"noun,other"
light realistic,1,0.002,"adj,adj"
realistic figure,1,0.002,"adj,noun"
figure rendering,1,0.002,"noun,verb"
on movement,1,0.002,"other,noun"
portrait or,1,0.002,"verb,other"
perhaps more,1,0.002,"adv,adv"
more accurately,1,0.002,"adv,adv"
accurately a,1,0.002,"adv,other"
a fancy,1,0.002,"other,adj"
fancy or,1,0.002,"adj,other"
or idealized,1,0.002,"other,adj"
idealized portrayal,1,0.002,"adj,adj"
portrayal as,1,0.002,"adj,other"
it combines,1,0.002,"other,verb"
realism with,1,0.002,"noun,other"
with classical,1,0.002,"other,adj"
classical motifs,1,0.002,"adj,noun"
motifs and,1,0.002,"noun,other"
and mythological,1,0.002,"other,adj"
mythological allusions,1,0.002,"adj,noun"
allusions the,1,0.002,"noun,other"
venus is,1,0.002,"verb,verb"
is celebrated,1,0.002,"verb,verb"
celebrated for,1,0.002,"verb,other"
mastery as,1,0.002,"noun,other"
as for,1,0.002,"other,other"
the sensual,1,0.002,"other,adj"
sensual quality,1,0.002,"adj,noun"
has made,1,0.002,"verb,verb"
made it,1,0.002,"verb,other"
it one,1,0.002,"other,other"
famous works,1,0.002,"adj,verb"
painting belongs,1,0.002,"verb,noun"
a collection,1,0.002,"other,noun"
collection in,1,0.002,"noun,other"
the national,1,0.002,"other,adj"
national gallery,1,0.002,"adj,noun"
gallery in,1,0.002,"noun,other"
in london,1,0.002,"other,noun"
chair seemingly,1,0.002,"noun,adv"
seemingly engrossed,1,0.002,"adv,verb"
perhaps looking,1,0.002,"adv,verb"
frame she,1,0.002,"noun,other"
ruffles around,1,0.002,"noun,other"
a level,1,0.002,"other,noun"
formality or,1,0.002,"noun,other"
was commonplace,1,0.002,"verb,noun"
commonplace the,1,0.002,"noun,other"
setting seems,1,0.002,"verb,verb"
seems simple,1,0.002,"verb,noun"
and domestic,1,0.002,"other,adj"
domestic with,1,0.002,"adj,other"
fabric possibly,1,0.002,"adj,adv"
possibly curtains,1,0.002,"adv,noun"
upholstery the,1,0.002,"adj,other"
realistic capturing,1,0.002,"adj,verb"
capturing fine,1,0.002,"verb,verb"
features it,1,0.002,"noun,other"
it falls,1,0.002,"other,verb"
the new,1,0.002,"other,adj"
realism category,1,0.002,"noun,noun"
category which,1,0.002,"noun,other"
on ordinary,1,0.002,"other,adj"
ordinary life,1,0.002,"adj,noun"
a dominance,1,0.002,"other,noun"
of earth,1,0.002,"other,noun"
tones giving,1,0.002,"noun,verb"
a subdued,1,0.002,"other,verb"
somewhat somber,1,0.002,"adv,noun"
composition along,1,0.002,"noun,other"
skillful handling,1,0.002,"adj,verb"
subject a,1,0.002,"adj,other"
dimensional appearance,1,0.002,"adj,noun"
seems almost,1,0.002,"verb,adv"
almost lifelike,1,0.002,"adv,other"
lifelike the,1,0.002,"other,other"
striking conveying,1,0.002,"verb,verb"
conveying a,1,0.002,"verb,other"
perhaps waiting,1,0.002,"adv,verb"
from cape,1,0.002,"other,noun"
after a,1,0.002,"other,other"
a rainstorm,1,0.002,"other,verb"
rainstorm the,1,0.002,"verb,other"
title cape,1,0.002,"noun,noun"
cod afternoon,1,0.002,"noun,noun"
afternoon suggests,1,0.002,"noun,verb"
suggests the,1,0.002,"verb,other"
day and,1,0.002,"noun,other"
location where,1,0.002,"noun,other"
where this,1,0.002,"other,other"
set the,1,0.002,"noun,other"
style seems,1,0.002,"noun,verb"
to lean,1,0.002,"other,adj"
lean towards,1,0.002,"adj,noun"
towards new,1,0.002,"noun,adj"
realism which,1,0.002,"noun,other"
portrayal while,1,0.002,"adj,other"
artistic interpretation,1,0.002,"adj,noun"
interpretation in,1,0.002,"noun,other"
see an,1,0.002,"noun,other"
old house,1,0.002,"adj,noun"
has seen,1,0.002,"verb,verb"
seen better,1,0.002,"verb,adj"
better days,1,0.002,"adj,noun"
days its,1,0.002,"noun,other"
color appears,1,0.002,"noun,verb"
appears faded,1,0.002,"verb,verb"
faded indicating,1,0.002,"verb,verb"
indicating age,1,0.002,"verb,noun"
age or,1,0.002,"noun,other"
perhaps weathering,1,0.002,"adv,verb"
weathering from,1,0.002,"verb,other"
elements there,1,0.002,"noun,other"
main building,1,0.002,"adj,noun"
building both,1,0.002,"noun,other"
situated in,1,0.002,"verb,other"
lush green,1,0.002,"noun,adj"
green lawn,1,0.002,"adj,noun"
lawn that,1,0.002,"noun,other"
the muted,1,0.002,"other,verb"
houses the,1,0.002,"noun,other"
gentle mist,1,0.002,"adj,verb"
mist or,1,0.002,"verb,other"
or fog,1,0.002,"other,noun"
fog hanging,1,0.002,"noun,verb"
hanging over,1,0.002,"verb,other"
was recently,1,0.002,"verb,adv"
recently rained,1,0.002,"adv,verb"
rained on,1,0.002,"verb,other"
the wetness,1,0.002,"other,noun"
wetness on,1,0.002,"noun,other"
ground which,1,0.002,"noun,other"
reflects some,1,0.002,"verb,other"
in such,1,0.002,"other,adj"
such a,1,0.002,"adj,other"
