bigrams,count,percentage,pos
attire demonstrates,1,0.0001,"noun,verb"
artwork centers,1,0.0001,"noun,noun"
centers around,1,0.0001,"noun,other"
woman drawing,1,0.0001,"noun,verb"
kept simple,1,0.0001,"verb,adj"
simple ensuring,1,0.0001,"adj,verb"
titled interior,1,0.0001,"verb,adj"
interior ii,1,0.0001,"adj,adj"
ii created,1,0.0001,"adj,verb"
hamilton it,1,0.0001,"noun,other"
figures here,1,0.0001,"noun,adv"
on silhouette,1,0.0001,"other,adj"
silhouette she,1,0.0001,"adj,other"
empty chair,1,0.0001,"adj,verb"
unoccupied on,1,0.0001,"adj,other"
similar structure,1,0.0001,"adj,noun"
photograph hanging,1,0.0001,"verb,noun"
work shows,1,0.0001,"noun,verb"
silhouette above,1,0.0001,"adj,other"
abstract object,1,0.0001,"adj,adj"
sources brought,1,0.0001,"noun,verb"
bronze equestrian,1,0.0001,"noun,adj"
statue that,1,0.0001,"verb,other"
horseback this,1,0.0001,"noun,other"
famous equestrian,1,0.0001,"adj,adj"
gattamelata also,1,0.0001,"noun,adv"
as bartolomeo,1,0.0001,"other,verb"
bartolomeo colleoni,1,0.0001,"verb,noun"
colleoni which,1,0.0001,"noun,other"
donatello in,1,0.0001,"noun,other"
sculptural techniques,1,0.0001,"adj,noun"
forms prevalent,1,0.0001,"noun,noun"
statue features,1,0.0001,"verb,noun"
features gattamelata,1,0.0001,"noun,noun"
gattamelata a,1,0.0001,"noun,other"
venetian military,1,0.0001,"adj,adj"
commander seated,1,0.0001,"noun,verb"
rider is,1,0.0001,"noun,verb"
reins and,1,0.0001,"noun,other"
hand gripping,1,0.0001,"noun,verb"
gripping his,1,0.0001,"verb,other"
extends downward,1,0.0001,"verb,adv"
downward from,1,0.0001,"adv,other"
his grasp,1,0.0001,"other,adj"
this monument,1,0.0001,"other,noun"
monument stands,1,0.0001,"noun,verb"
plaza within,1,0.0001,"noun,other"
significance celebrating,1,0.0001,"noun,verb"
the achievements,1,0.0001,"other,noun"
gattamelata as,1,0.0001,"noun,other"
military hero,1,0.0001,"adj,noun"
hero in,1,0.0001,"noun,other"
in 15th,1,0.0001,"other,other"
form repeating,1,0.0001,"noun,verb"
repeating swirling,1,0.0001,"verb,verb"
eye inwards,1,0.0001,"noun,noun"
inwards towards,1,0.0001,"noun,noun"
relatively monochromatic,1,0.0001,"adv,adj"
artist suggest,1,0.0001,"noun,verb"
pattern creation,1,0.0001,"noun,noun"
fluid edges,1,0.0001,"noun,verb"
movement by,1,0.0001,"noun,other"
and manipulating,1,0.0001,"other,verb"
application to,1,0.0001,"noun,other"
color devoid,1,0.0001,"noun,noun"
figures pat,1,0.0001,"noun,noun"
lipsky s,1,0.0001,"adj,noun"
work morning,1,0.0001,"noun,noun"
morning fever,1,0.0001,"noun,noun"
fever beautifully,1,0.0001,"noun,adv"
conditions rather,1,0.0001,"noun,adv"
moonlight subtly,1,0.0001,"adj,adv"
subtly in,1,0.0001,"adv,other"
city situated,1,0.0001,"noun,verb"
situated along,1,0.0001,"verb,other"
river street,1,0.0001,"adv,noun"
lamps can,1,0.0001,"verb,other"
visible cloud,1,0.0001,"adj,adj"
that diffuse,1,0.0001,"other,other"
diffuse the,1,0.0001,"other,other"
right portion,1,0.0001,"noun,noun"
stillness by,1,0.0001,"noun,other"
gottorp rendered,1,0.0001,"noun,verb"
movement johanna,1,0.0001,"noun,verb"
gottorp appears,1,0.0001,"noun,verb"
portrait dressed,1,0.0001,"noun,verb"
sophistication with,1,0.0001,"noun,other"
to intricate,1,0.0001,"other,adj"
portrayed highlighting,1,0.0001,"verb,verb"
gottorp but,1,0.0001,"noun,other"
social importance,1,0.0001,"adj,noun"
importance during,1,0.0001,"noun,other"
illuminated object,1,0.0001,"verb,adj"
an earthstopper,1,0.0001,"other,noun"
a device,1,0.0001,"other,noun"
device used,1,0.0001,"noun,verb"
for blocking,1,0.0001,"other,verb"
blocking mines,1,0.0001,"verb,noun"
mines or,1,0.0001,"noun,other"
or tunnels,1,0.0001,"other,noun"
tunnels the,1,0.0001,"noun,other"
earthstopper illuminating,1,0.0001,"noun,verb"
illuminating him,1,0.0001,"verb,other"
mining or,1,0.0001,"noun,other"
exploration his,1,0.0001,"noun,other"
a worker,1,0.0001,"other,noun"
worker or,1,0.0001,"noun,other"
a specialist,1,0.0001,"other,verb"
specialist involved,1,0.0001,"verb,verb"
this operation,1,0.0001,"other,noun"
earthstopper adding,1,0.0001,"noun,verb"
experience individualism,1,0.0001,"noun,noun"
nature along,1,0.0001,"noun,other"
earthstopper on,1,0.0001,"noun,other"
the derwent,1,0.0001,"other,noun"
derwent suggests,1,0.0001,"noun,verb"
river derwent,1,0.0001,"adv,noun"
derwent possibly,1,0.0001,"noun,adv"
england as,1,0.0001,"verb,other"
several rivers,1,0.0001,"adj,noun"
rivers by,1,0.0001,"noun,other"
present there,1,0.0001,"adj,adv"
likely tells,1,0.0001,"adj,noun"
time related,1,0.0001,"noun,verb"
mining practices,1,0.0001,"noun,noun"
practices or,1,0.0001,"noun,other"
lively hunting,1,0.0001,"adv,noun"
elder and,1,0.0001,"noun,other"
titled hunt,1,0.0001,"verb,noun"
in honour,1,0.0001,"other,other"
honour of,1,0.0001,"other,other"
v at,1,0.0001,"other,other"
castle of,1,0.0001,"noun,other"
of torgau,1,0.0001,"other,adj"
torgau the,1,0.0001,"adj,other"
dishes the,1,0.0001,"noun,other"
scene exudes,1,0.0001,"noun,noun"
exudes grandeur,1,0.0001,"noun,verb"
elaborate architecture,1,0.0001,"adj,adj"
towers a,1,0.0001,"noun,other"
wildlife including,1,0.0001,"noun,verb"
event was,1,0.0001,"noun,verb"
was successful,1,0.0001,"verb,adj"
successful the,1,0.0001,"adj,other"
military significance,1,0.0001,"adj,noun"
significance overall,1,0.0001,"noun,adj"
occasion filled,1,0.0001,"noun,verb"
bounty and,1,0.0001,"noun,other"
all set,1,0.0001,"other,verb"
opulent castle,1,0.0001,"noun,noun"
nude seated,1,0.0001,"noun,verb"
if tasting,1,0.0001,"other,verb"
tasting or,1,0.0001,"verb,other"
or smelling,1,0.0001,"other,verb"
smelling it,1,0.0001,"verb,other"
body contrasted,1,0.0001,"noun,verb"
truth hints,1,0.0001,"noun,noun"
at symbolic,1,0.0001,"other,adj"
content where,1,0.0001,"noun,other"
where flowers,1,0.0001,"other,noun"
represent purity,1,0.0001,"adj,noun"
phrase the,1,0.0001,"verb,other"
truth could,1,0.0001,"noun,other"
deeper more,1,0.0001,"adj,adv"
more profound,1,0.0001,"adv,noun"
profound meaning,1,0.0001,"noun,noun"
by roman,1,0.0001,"other,noun"
as weathered,1,0.0001,"other,verb"
and overgrown,1,0.0001,"other,adj"
overgrown suggesting,1,0.0001,"adj,verb"
left undisturbed,1,0.0001,"verb,adj"
undisturbed for,1,0.0001,"adj,other"
partially crumbling,1,0.0001,"adv,verb"
crumbling or,1,0.0001,"verb,other"
eroded hinting,1,0.0001,"verb,verb"
travelers or,1,0.0001,"noun,other"
peasants engaged,1,0.0001,"noun,verb"
over possibly,1,0.0001,"other,adv"
upright looking,1,0.0001,"adj,verb"
shrubs filling,1,0.0001,"noun,verb"
in better,1,0.0001,"other,adv"
better condition,1,0.0001,"adv,noun"
condition than,1,0.0001,"noun,other"
new within,1,0.0001,"adj,other"
but light,1,0.0001,"other,adj"
scattered and,1,0.0001,"verb,other"
fluffy providing,1,0.0001,"noun,verb"
blue patches,1,0.0001,"adj,noun"
patches visible,1,0.0001,"noun,adj"
visible between,1,0.0001,"adj,other"
quiet in,1,0.0001,"adj,other"
era blending,1,0.0001,"noun,verb"
vibrant natural,1,0.0001,"noun,adj"
titled spectre,1,0.0001,"verb,noun"
hawk it,1,0.0001,"noun,other"
birds given,1,0.0001,"noun,verb"
and branching,1,0.0001,"other,verb"
branching structures,1,0.0001,"verb,noun"
branches protruding,1,0.0001,"noun,verb"
directions these,1,0.0001,"noun,other"
these limbs,1,0.0001,"other,noun"
intricate featuring,1,0.0001,"adj,verb"
leaves feathers,1,0.0001,"verb,noun"
signed theodore,1,0.0001,"verb,noun"
roszak at,1,0.0001,"noun,other"
title spectre,1,0.0001,"noun,noun"
hawk and,1,0.0001,"noun,other"
thematic link,1,0.0001,"adj,noun"
link to,1,0.0001,"noun,other"
to flight,1,0.0001,"other,noun"
to kitty,1,0.0001,"other,adj"
hawk north,1,0.0001,"noun,adj"
north carolina,1,0.0001,"adj,noun"
carolina where,1,0.0001,"noun,other"
where orville,1,0.0001,"other,verb"
orville and,1,0.0001,"verb,other"
and wilbur,1,0.0001,"other,noun"
wilbur wright,1,0.0001,"noun,adj"
wright conducted,1,0.0001,"adj,verb"
conducted their,1,0.0001,"verb,other"
their historic,1,0.0001,"other,adj"
historic first,1,0.0001,"adj,adj"
first controlled,1,0.0001,"adj,verb"
controlled powered,1,0.0001,"verb,verb"
powered flights,1,0.0001,"verb,noun"
flights in,1,0.0001,"noun,other"
in 1903,1,0.0001,"other,other"
1903 however,1,0.0001,"other,adv"
ascertain the,1,0.0001,"noun,other"
two elderly,1,0.0001,"other,adj"
elderly individuals,1,0.0001,"adj,noun"
are visiting,1,0.0001,"verb,verb"
grave of,1,0.0001,"verb,other"
stand side,1,0.0001,"noun,noun"
the gravesite,1,0.0001,"other,adj"
gravesite with,1,0.0001,"adj,other"
some shade,1,0.0001,"other,verb"
shade against,1,0.0001,"verb,other"
contemplation possibly,1,0.0001,"noun,adv"
possibly shedding,1,0.0001,"adv,verb"
shedding tears,1,0.0001,"verb,noun"
tears as,1,0.0001,"noun,other"
they mourn,1,0.0001,"other,noun"
mourn the,1,0.0001,"noun,other"
the loss,1,0.0001,"other,noun"
their child,1,0.0001,"other,noun"
cemetery with,1,0.0001,"noun,other"
maintained grass,1,0.0001,"verb,noun"
and tombstones,1,0.0001,"other,noun"
tombstones visible,1,0.0001,"noun,adj"
summer their,1,0.0001,"noun,other"
solemn occasion,1,0.0001,"noun,noun"
moment reflecting,1,0.0001,"noun,verb"
universal theme,1,0.0001,"adj,noun"
loss within,1,0.0001,"noun,other"
family setting,1,0.0001,"noun,verb"
abstract force,1,0.0001,"adj,noun"
force homage,1,0.0001,"noun,noun"
to franz,1,0.0001,"other,verb"
kline suggests,1,0.0001,"noun,verb"
kline who,1,0.0001,"noun,other"
lines overlapping,1,0.0001,"noun,verb"
or force,1,0.0001,"other,noun"
blues creates,1,0.0001,"noun,verb"
loosely painted,1,0.0001,"adv,verb"
brushstrokes while,1,0.0001,"noun,other"
filled in,1,0.0001,"verb,other"
with solid,1,0.0001,"other,adj"
of kline,1,0.0001,"other,noun"
kline s,1,0.0001,"noun,noun"
often reduced,1,0.0001,"adv,verb"
reduced objects,1,0.0001,"verb,noun"
change it,1,0.0001,"noun,other"
s styled,1,0.0001,"noun,verb"
styled within,1,0.0001,"verb,other"
named morris,1,0.0001,"verb,noun"
overlapping vertical,1,0.0001,"verb,adj"
movement these,1,0.0001,"noun,other"
birds within,1,0.0001,"noun,other"
transformation fitting,1,0.0001,"noun,verb"
stark colors,1,0.0001,"verb,noun"
other suggests,1,0.0001,"adj,verb"
defined allowing,1,0.0001,"verb,verb"
entitled the,1,0.0001,"verb,other"
interacting the,1,0.0001,"noun,other"
towards classical,1,0.0001,"noun,adj"
classical realism,1,0.0001,"adj,noun"
several characters,1,0.0001,"adj,noun"
beauty mentioned,1,0.0001,"noun,verb"
woman given,1,0.0001,"noun,verb"
mythology each,1,0.0001,"noun,other"
each adding,1,0.0001,"other,verb"
and patina,1,0.0001,"other,noun"
recent work,1,0.0001,"adj,noun"
rather one,1,0.0001,"adv,other"
historical value,1,0.0001,"adj,noun"
craftsmanship displays,1,0.0001,"adj,noun"
displays attention,1,0.0001,"noun,noun"
features providing,1,0.0001,"noun,verb"
case or,1,0.0001,"noun,other"
is showcased,1,0.0001,"verb,adj"
showcased allowing,1,0.0001,"adj,verb"
appreciate its,1,0.0001,"noun,other"
form texture,1,0.0001,"noun,noun"
features enhancing,1,0.0001,"noun,verb"
features blue,1,0.0001,"noun,adj"
blue flowers,1,0.0001,"adj,noun"
groups or,1,0.0001,"noun,other"
or clusters,1,0.0001,"other,noun"
clusters with,1,0.0001,"noun,other"
each group,1,0.0001,"other,noun"
group exhibiting,1,0.0001,"noun,verb"
exhibiting individual,1,0.0001,"verb,adj"
individual blooms,1,0.0001,"adj,noun"
blooms that,1,0.0001,"noun,other"
distinct blue,1,0.0001,"adj,adj"
blue petals,1,0.0001,"adj,noun"
centers that,1,0.0001,"noun,other"
flower s,1,0.0001,"noun,noun"
s stamens,1,0.0001,"noun,noun"
stamens the,1,0.0001,"noun,other"
vibrancy this,1,0.0001,"verb,other"
of donald,1,0.0001,"other,noun"
includes floral,1,0.0001,"verb,verb"
colors neo,1,0.0001,"noun,adj"
1980s as,1,0.0001,"other,other"
against postmodern,1,0.0001,"other,noun"
it typically,1,0.0001,"other,adv"
includes vivid,1,0.0001,"verb,adj"
as pain,1,0.0001,"other,verb"
pain fear,1,0.0001,"verb,adj"
also presenting,1,0.0001,"adv,verb"
presenting scenes,1,0.0001,"verb,noun"
title wall,1,0.0001,"noun,verb"
wall flowers,1,0.0001,"verb,noun"
potentially suggesting,1,0.0001,"adv,verb"
floral subjects,1,0.0001,"verb,noun"
highlighted in,1,0.0001,"verb,other"
right rather,1,0.0001,"noun,adv"
decorative accents,1,0.0001,"adj,noun"
nature within,1,0.0001,"noun,other"
contemporary setting,1,0.0001,"adj,verb"
painting barge,1,0.0001,"noun,noun"
barge haulers,1,0.0001,"noun,noun"
haulers on,1,0.0001,"noun,other"
volga depicts,1,0.0001,"adv,verb"
in heavy,1,0.0001,"other,adj"
heavy labor,1,0.0001,"adj,noun"
labor they,1,0.0001,"noun,other"
are pulling,1,0.0001,"verb,verb"
a barge,1,0.0001,"other,noun"
barge along,1,0.0001,"noun,other"
volga as,1,0.0001,"adv,other"
be barefoot,1,0.0001,"verb,noun"
barefoot and,1,0.0001,"noun,other"
for manual,1,0.0001,"other,adj"
labor their,1,0.0001,"noun,other"
lean forward,1,0.0001,"adj,adv"
they exert,1,0.0001,"other,adj"
exert effort,1,0.0001,"adj,noun"
effort into,1,0.0001,"noun,other"
a mast,1,0.0001,"other,noun"
mast on,1,0.0001,"noun,other"
human labor,1,0.0001,"adj,noun"
labor under,1,0.0001,"noun,other"
under harsh,1,0.0001,"other,noun"
harsh conditions,1,0.0001,"noun,noun"
fruit dish,1,0.0001,"noun,adj"
dish containing,1,0.0001,"adj,verb"
oranges above,1,0.0001,"noun,other"
dish there,1,0.0001,"adj,adv"
apple and,1,0.0001,"noun,other"
pear resting,1,0.0001,"verb,verb"
another dish,1,0.0001,"other,adj"
kavala presents,1,0.0001,"noun,noun"
reach towards,1,0.0001,"noun,noun"
possibly mimicking,1,0.0001,"adv,verb"
mimicking the,1,0.0001,"verb,other"
roofs can,1,0.0001,"noun,other"
seen these,1,0.0001,"verb,other"
have balconies,1,0.0001,"verb,noun"
balconies adorned,1,0.0001,"noun,verb"
that embraces,1,0.0001,"other,noun"
embraces nature,1,0.0001,"noun,noun"
yet not,1,0.0001,"adv,adv"
overly so,1,0.0001,"adv,other"
so allowing,1,0.0001,"other,verb"
serene element,1,0.0001,"noun,adj"
this reflective,1,0.0001,"other,adj"
a mosque,1,0.0001,"other,noun"
mosque can,1,0.0001,"noun,other"
feature adds,1,0.0001,"noun,verb"
identity to,1,0.0001,"noun,other"
by hills,1,0.0001,"other,verb"
roll into,1,0.0001,"noun,other"
distance creating,1,0.0001,"noun,verb"
its post,1,0.0001,"other,noun"
varied bringing,1,0.0001,"adj,verb"
landscape without,1,0.0001,"noun,other"
to excessive,1,0.0001,"other,adj"
excessive realism,1,0.0001,"adj,noun"
realism instead,1,0.0001,"noun,adv"
artist seems,1,0.0001,"noun,verb"
more illustrative,1,0.0001,"adv,adj"
illustrative approach,1,0.0001,"adj,noun"
approach giving,1,0.0001,"noun,verb"
kavala is,1,0.0001,"noun,verb"
urban coastal,1,0.0001,"adj,adj"
both realism,1,0.0001,"other,noun"
titled canticle,1,0.0001,"verb,noun"
canticle it,1,0.0001,"noun,other"
background overlaid,1,0.0001,"other,adj"
rhythm often,1,0.0001,"adv,adv"
with canticles,1,0.0001,"other,noun"
canticles songs,1,0.0001,"noun,noun"
songs sung,1,0.0001,"noun,adj"
sung in,1,0.0001,"adj,other"
clothed person,1,0.0001,"verb,noun"
person reclining,1,0.0001,"noun,verb"
chaise the,1,0.0001,"noun,other"
more elongated,1,0.0001,"adv,verb"
into bright,1,0.0001,"other,adj"
styles it,1,0.0001,"noun,other"
reclining but,1,0.0001,"verb,other"
title akt,1,0.0001,"noun,adj"
akt may,1,0.0001,"adj,other"
of depiction,1,0.0001,"other,noun"
act in,1,0.0001,"noun,other"
satirical engraving,1,0.0001,"adj,verb"
titled wardour,1,0.0001,"verb,noun"
street london,1,0.0001,"noun,noun"
london an,1,0.0001,"noun,other"
allegory by,1,0.0001,"adj,other"
hogarth it,1,0.0001,"noun,other"
a rake,1,0.0001,"other,verb"
figures engaging,1,0.0001,"noun,verb"
is aiming,1,0.0001,"verb,verb"
aiming a,1,0.0001,"verb,other"
rifle at,1,0.0001,"noun,other"
be jumping,1,0.0001,"verb,verb"
jumping out,1,0.0001,"verb,other"
barrel to,1,0.0001,"noun,other"
shoot the,1,0.0001,"noun,other"
however is,1,0.0001,"adv,verb"
people playing,1,0.0001,"noun,verb"
cards around,1,0.0001,"noun,other"
pot suggesting,1,0.0001,"noun,verb"
a gambling,1,0.0001,"other,verb"
gambling game,1,0.0001,"verb,noun"
the satirical,1,0.0001,"other,adj"
spire which,1,0.0001,"noun,other"
being wardour,1,0.0001,"verb,noun"
is distorted,1,0.0001,"verb,verb"
distorted to,1,0.0001,"verb,other"
of false,1,0.0001,"other,adj"
false perspective,1,0.0001,"adj,adj"
perspective objects,1,0.0001,"adj,noun"
objects near,1,0.0001,"noun,other"
near and,1,0.0001,"other,other"
and far,1,0.0001,"other,adv"
far are,1,0.0001,"adv,verb"
with accurate,1,0.0001,"other,adj"
whimsical details,1,0.0001,"adj,noun"
yet satirical,1,0.0001,"adv,adj"
include birds,1,0.0001,"verb,noun"
birds clouds,1,0.0001,"noun,noun"
a fanciful,1,0.0001,"other,adj"
fanciful interpretation,1,0.0001,"adj,noun"
meaning typical,1,0.0001,"noun,adj"
of hogarth,1,0.0001,"other,noun"
used social,1,0.0001,"verb,adj"
abstraite appears,1,0.0001,"noun,verb"
are reds,1,0.0001,"verb,noun"
which vary,1,0.0001,"other,adj"
these red,1,0.0001,"other,verb"
darker blacks,1,0.0001,"noun,noun"
in forms,1,0.0001,"other,noun"
and move,1,0.0001,"other,noun"
abstraite where,1,0.0001,"noun,other"
transitions do,1,0.0001,"noun,verb"
outline or,1,0.0001,"other,other"
by marcelle,1,0.0001,"other,verb"
loubchansky at,1,0.0001,"adj,other"
titled scull,1,0.0001,"verb,adj"
scull as,1,0.0001,"adj,other"
skull rendered,1,0.0001,"noun,verb"
left but,1,0.0001,"verb,other"
a scream,1,0.0001,"other,adv"
scream or,1,0.0001,"adv,other"
a yell,1,0.0001,"other,noun"
yell various,1,0.0001,"noun,adj"
lines interact,1,0.0001,"noun,noun"
interact the,1,0.0001,"noun,other"
text contributing,1,0.0001,"noun,verb"
yet rhythmic,1,0.0001,"adv,adj"
skull merges,1,0.0001,"noun,noun"
incorporated found,1,0.0001,"verb,verb"
found materials,1,0.0001,"verb,noun"
and words,1,0.0001,"other,noun"
environment into,1,0.0001,"noun,other"
raw intensity,1,0.0001,"adj,noun"
and bushy,1,0.0001,"other,adj"
eyebrows the,1,0.0001,"verb,other"
portrait they,1,0.0001,"noun,other"
checkered pattern,1,0.0001,"adj,noun"
alternating squares,1,0.0001,"verb,noun"
squares of,1,0.0001,"noun,other"
solid backdrop,1,0.0001,"adj,noun"
title fire,1,0.0001,"noun,noun"
fire ritual,1,0.0001,"noun,adj"
ritual the,1,0.0001,"adj,other"
with fire,1,0.0001,"other,noun"
fire s,1,0.0001,"noun,noun"
s colors,1,0.0001,"noun,noun"
single bold,1,0.0001,"adj,adj"
color like,1,0.0001,"noun,other"
for most,1,0.0001,"other,adv"
rhythm kazuo,1,0.0001,"adv,noun"
gestural artworks,1,0.0001,"adj,noun"
artworks is,1,0.0001,"noun,verb"
employed physical,1,0.0001,"adj,adj"
physical actions,1,0.0001,"adj,noun"
actions such,1,0.0001,"noun,adj"
or swinging,1,0.0001,"other,verb"
swinging to,1,0.0001,"verb,other"
create these,1,0.0001,"noun,other"
officer on,1,0.0001,"noun,other"
horseback gesturing,1,0.0001,"noun,verb"
dead other,1,0.0001,"adj,adj"
firing muskets,1,0.0001,"verb,noun"
muskets while,1,0.0001,"noun,other"
rugged which,1,0.0001,"verb,other"
imply rocky,1,0.0001,"noun,adj"
terrain suitable,1,0.0001,"noun,adj"
siege the,1,0.0001,"noun,other"
armor as,1,0.0001,"noun,other"
red from,1,0.0001,"verb,other"
uniforms contrasting,1,0.0001,"adj,verb"
grays of,1,0.0001,"noun,other"
drama within,1,0.0001,"verb,other"
to half,1,0.0001,"other,noun"
canvas below,1,0.0001,"noun,other"
blue band,1,0.0001,"adj,verb"
s height,1,0.0001,"noun,adj"
number 14,1,0.0001,"noun,other"
mclaughlin known,1,0.0001,"noun,verb"
be hugo,1,0.0001,"verb,verb"
titled calvary,1,0.0001,"verb,adj"
calvary triptych,1,0.0001,"adj,noun"
triptych or,1,0.0001,"noun,other"
or crucifixion,1,0.0001,"other,noun"
triptych depicts,1,0.0001,"noun,verb"
by grieving,1,0.0001,"other,verb"
grieving figures,1,0.0001,"verb,noun"
including mary,1,0.0001,"verb,adj"
to fear,1,0.0001,"other,adj"
fear in,1,0.0001,"adj,other"
features saint,1,0.0001,"noun,noun"
horseback he,1,0.0001,"noun,other"
depicted riding,1,0.0001,"verb,verb"
distance includes,1,0.0001,"noun,verb"
faces visible,1,0.0001,"verb,adj"
one face,1,0.0001,"other,noun"
centrally while,1,0.0001,"adj,other"
artwork both,1,0.0001,"noun,other"
colorful backdrop,1,0.0001,"adj,noun"
darker purples,1,0.0001,"noun,noun"
the informel,1,0.0001,"other,noun"
cupid also,1,0.0001,"adj,adv"
as amor,1,0.0001,"other,noun"
amor the,1,0.0001,"noun,other"
desire the,1,0.0001,"verb,other"
angelic boy,1,0.0001,"adj,noun"
wings holding,1,0.0001,"noun,verb"
arrows he,1,0.0001,"noun,other"
naked except,1,0.0001,"verb,other"
shoulder emphasizing,1,0.0001,"noun,verb"
beauty cupid,1,0.0001,"noun,adj"
cupid is,1,0.0001,"adj,verb"
him among,1,0.0001,"other,other"
lute a,1,0.0001,"noun,other"
a drum,1,0.0001,"other,noun"
drum suggesting,1,0.0001,"noun,verb"
just silenced,1,0.0001,"adv,verb"
silenced the,1,0.0001,"verb,other"
instruments possibly,1,0.0001,"noun,adv"
still even,1,0.0001,"adv,adv"
most passionate,1,0.0001,"adv,noun"
passionate pursuits,1,0.0001,"noun,noun"
of satisfaction,1,0.0001,"other,noun"
satisfaction or,1,0.0001,"noun,other"
or mischief,1,0.0001,"other,noun"
mischief the,1,0.0001,"noun,other"
shadowing is,1,0.0001,"verb,verb"
title dusty,1,0.0001,"noun,adj"
dusty country,1,0.0001,"adj,noun"
country road,1,0.0001,"noun,noun"
road ii,1,0.0001,"noun,adj"
such roads,1,0.0001,"adj,noun"
roads the,1,0.0001,"noun,other"
horseback appearing,1,0.0001,"noun,verb"
to ride,1,0.0001,"other,noun"
ride away,1,0.0001,"noun,adv"
road itself,1,0.0001,"noun,other"
itself leads,1,0.0001,"other,verb"
it disappears,1,0.0001,"other,verb"
disappears into,1,0.0001,"verb,other"
large clouds,1,0.0001,"adj,noun"
possibly low,1,0.0001,"adv,adj"
lying fog,1,0.0001,"verb,noun"
fog the,1,0.0001,"noun,other"
imminent change,1,0.0001,"adj,noun"
weather perhaps,1,0.0001,"noun,adv"
heavy the,1,0.0001,"adj,other"
melancholic inviting,1,0.0001,"adj,verb"
effect likely,1,0.0001,"noun,adj"
sunlight through,1,0.0001,"adj,other"
or dust,1,0.0001,"other,noun"
dust particles,1,0.0001,"noun,noun"
particles adds,1,0.0001,"noun,verb"
spiritual quality,1,0.0001,"adj,noun"
scene mihaly,1,0.0001,"noun,noun"
munkacsy s,1,0.0001,"adj,noun"
rural tableau,1,0.0001,"adj,adj"
artwork bad,1,0.0001,"noun,adj"
news by,1,0.0001,"noun,other"
tissot it,1,0.0001,"adj,other"
or officer,1,0.0001,"other,noun"
depiction he,1,0.0001,"noun,other"
his furrowed,1,0.0001,"other,verb"
brow and,1,0.0001,"noun,other"
somewhat slumped,1,0.0001,"adv,verb"
slumped posture,1,0.0001,"verb,verb"
class based,1,0.0001,"noun,verb"
her corset,1,0.0001,"other,verb"
corset style,1,0.0001,"verb,noun"
style dress,1,0.0001,"noun,noun"
lace she,1,0.0001,"noun,other"
sharing something,1,0.0001,"verb,noun"
possibly delivering,1,0.0001,"adv,verb"
delivering news,1,0.0001,"verb,noun"
news given,1,0.0001,"noun,verb"
news the,1,0.0001,"noun,other"
face conveys,1,0.0001,"noun,noun"
of sympathy,1,0.0001,"other,adj"
sympathy and,1,0.0001,"adj,other"
urgency on,1,0.0001,"noun,other"
table stands,1,0.0001,"noun,verb"
figure her,1,0.0001,"noun,other"
modest compared,1,0.0001,"adj,verb"
s which,1,0.0001,"noun,other"
imply she,1,0.0001,"noun,other"
looks attentively,1,0.0001,"noun,adv"
attentively at,1,0.0001,"adv,other"
their conversation,1,0.0001,"other,noun"
clothing expressions,1,0.0001,"verb,noun"
importance possibly,1,0.0001,"noun,adv"
societal matter,1,0.0001,"noun,noun"
matter given,1,0.0001,"noun,verb"
furnishings contributes,1,0.0001,"noun,verb"
representation characteristic,1,0.0001,"noun,adj"
cherries the,1,0.0001,"noun,other"
of curves,1,0.0001,"other,noun"
pastel colored,1,0.0001,"noun,verb"
landscape specifically,1,0.0001,"noun,adv"
specifically sky,1,0.0001,"adv,adj"
signature ralph,1,0.0001,"noun,noun"
rosenborg is,1,0.0001,"noun,verb"
rosenborg an,1,0.0001,"noun,other"
literal appearance,1,0.0001,"adj,noun"
simple matting,1,0.0001,"adj,verb"
matting border,1,0.0001,"verb,noun"
s on,1,0.0001,"noun,other"
or available,1,0.0001,"other,adj"
available for,1,0.0001,"adj,other"
for purchase,1,0.0001,"other,noun"
purchase there,1,0.0001,"noun,adv"
reads landscape,1,0.0001,"noun,noun"
study sky,1,0.0001,"noun,adj"
clouds at,1,0.0001,"noun,other"
gallery providing,1,0.0001,"noun,verb"
providing viewers,1,0.0001,"verb,noun"
with context,1,0.0001,"other,adj"
for interpreting,1,0.0001,"other,verb"
somewhat dark,1,0.0001,"adv,noun"
skin that,1,0.0001,"verb,other"
weathered texture,1,0.0001,"verb,noun"
perhaps decay,1,0.0001,"adv,verb"
decay they,1,0.0001,"verb,other"
unity between,1,0.0001,"adj,other"
lit contributing,1,0.0001,"noun,verb"
notebook lies,1,0.0001,"adj,verb"
has bare,1,0.0001,"verb,noun"
introspection conveyed,1,0.0001,"verb,verb"
title into,1,0.0001,"noun,other"
world there,1,0.0001,"noun,adv"
there came,1,0.0001,"adv,verb"
came a,1,0.0001,"verb,other"
a soul,1,0.0001,"other,adj"
soul called,1,0.0001,"adj,verb"
called ida,1,0.0001,"verb,adj"
ida is,1,0.0001,"adj,verb"
intriguing as,1,0.0001,"verb,other"
person though,1,0.0001,"noun,other"
artwork alone,1,0.0001,"noun,adv"
often merges,1,0.0001,"adv,noun"
components might,1,0.0001,"noun,other"
scene than,1,0.0001,"noun,other"
eye overall,1,0.0001,"noun,adj"
interpretation potentially,1,0.0001,"noun,adv"
potentially hinting,1,0.0001,"adv,verb"
